"Asset No","SAP Ref. No","Invoice No","Asset Name",Category,Type,Status,"Serial No",Make,Model,"Pur Value","Pur Date","Pur From","PO No","User Full Name",Department,Division,Factory,Site,N.Username,"Part Name","Mother Board",Processor,Speed,SSD,HDD,RAM,Network,"Mac Address","Total Cost",OS,"Last Rebuild",Bag,OEM,"OEM Serial",Remark
BD-02991,,89,,"Computer Accessories",Headset,Assigned,18B030H1201425,Rapoo,H120,920,2019-11-10,"Ryans IT Ltd",n/a,"TR Talent","Human Resource",LWR,SIL,"Shanta Denim Limited",ttalent,,,,,,,,,,0,,,,,,
BD-02992,,89,,"Computer Accessories",Headset,Assigned,179010H1201595,Rapoo,H120,920,2019-11-10,"Ryans IT Ltd",n/a,"Nasir Ahmed","Human Resource",LWR,SIL,"Shanta Denim Limited",nahmed,,,,,,,,,,0,,,,,,
BD-02993,,89,,"Computer Accessories",Headset,Assigned,18B039H1201426,Rapoo,H120,920,2019-11-10,"Ryans IT Ltd",n/a,"Kamrul Milon","Human Resource",LWR,SIL,"Shanta Denim Limited",kmilon,,,,,,,,,,0,,,,,,
BD-02994,,INV-GBPGL-2020-000551,,Display,Monitor,Assigned,904NTXR77058,LG,22MK430H,9000,2020-02-22,"Global Brands Pvt Ltd.",SDL2000180,"Abdur Razzak 2",Design,SWR,SDL,"Shanta Denim Limited",abrazzak,,,,,,,,,,0,,,,,,
BD-02995,,INV-GBPGL-2020-000551,SDLD494,Computer,Desktop,Assigned,K7M0KC42584552C,Clone,"Asus H310M-E R2.0",40046,2020-01-22,"Global Brands Pvt Ltd.",SDL2000180,"Rajib Hawlader",Cutting,SWR,SDL,"Shanta Denim Limited",rhawlader,,Asus,"Intel Core i3 9100",3.6,"250 GB",,8192,,,0,"WIN10 Pro",2020-02-02,,"Win 10 Pro",N4WY6-V6RT8-JWYVJ-XQFXD-4GDGT,
BD-02996,,na,SDLD495B,Computer,Desktop,Assigned,K7M0KC42584869N,Asus,"Asus Prime H310-E R2.0",40000,2020-02-09,"Global Brands Pvt Ltd.",Na,"Md Moshin","Quality Assurance",SWR,SDL,"Shanta Denim Limited",mmoshin,,"Asus H310M ER2.0","Intel Core i3 9100",3.6,,1024,8192,,,0,"WIN 11 Pro",2025-04-22,,"Win 10 Pro",YG9T4-N7JWB-R2D68-8CDR9-MG9TT,
BD-02997,21004000260,A001INV19001196,,Printer,"Barcode Printer",Stock,MH219120058,TSC,MH240T,70000,2019-09-24,"DIGI Solution",SDL2000144,spare,"Marketing & Merchandising",SWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-02998,21004000261,A001INV19001196,,Printer,"Barcode Printer",Assigned,MH219080188,TSC,MH240T,70000,2019-09-24,"DIGI Solution",SDL2000144,"Store Loading area SDL",Operations,LWR,SDL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-02999,11004000257,INV-UT-2020-150101,,Printer,"Barcode Printer",Assigned,MH219450400,TSC,MH240T,71425,2020-01-15,"Eastern IT",SIL000118,"Store Loading Area 1- Swatch2",MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03000,,INV-UT-2020-150101,,Printer,"Barcode Printer",Stock,MH219510272,TSC,MH240T,71425,2020-01-15,"Eastern IT",SDL2000171,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03001,,INV-GBPGL-2019-006324,DBOD045A,Computer,Desktop,Assigned,K4M0KK026686Z38,Clone,"Prime H310M-F R2.0",33937,2019-10-09,"Global Brands Pvt Ltd.",HO3000031,"Aolad Khan",Commercial,LWR,HO,"Dhaka Buying Office",aokhan,,"Asus Prime H310M-F R2.0","Intel Core i3 8100",3.6,,1024,8192,,,0,"Win 11",2025-04-26,,"Win 10 Pro",MNT34-CKG82-P3CT7-67G9X-Y7V26,
BD-03002,,na,,Display,Monitor,Assigned,123,Viewsonic,VA2256,9200,2020-02-25,"UCC Headquarters",1209,"Taslima Munni","Marketing & Merchandising",LWR,DBO,"Dhaka Buying Office",tmunni,,,,,,,,,,0,,,,,,
BD-03003,,na,,UPS,UPS,Stock,310022928983226400066,NPS,KST1200,4900,2020-04-02,"Numeric Technology ",Na,,MIS,LWR,SDL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03004,,na,,UPS,UPS,Assigned,6400065,NPS,KST1200,4900,2020-01-01,"Numeric Technology",NA,"Using for AKH network equip",MIS,LWR,DBO,"Dhaka Buying Office",,,,,,,,,,,0,,,,,,
BD-03005,11004000258,na,,Printer,"Barcode Printer",Assigned,MH219510272,TSC,MH240T,61000,2020-01-01,"Eastern IT",Na,"Warehouse Fabric Issue SIL ",Operations,LWR,SDL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03006,21004000254,na,SDLL269A,Computer,Laptop,Assigned,5CD9129CFZ,HP,"Probook 440 G6",58000,2019-10-07,"Flora Limited",n/a,"MAsud Sikder","Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",msikder,,,"Core i5 8256U",1.80,250,,8192,,,0,"WIN10 Pro",2020-03-12,B-0213,"Win 10 Pro",QNW8K-784BJ-8V24H-Q3T96-Y98XC,
BD-03007,21004000255,SML/MC/50/19-20,DBOL147,Computer,Laptop,Assigned,5CD9129CFW,HP,"Probook 440 G6",58000,2019-10-07,"Flora Limited",Na,"Abu Naiem","Finance & Acounts",LWR,HO,"Dhaka Buying Office",anaiem,,,"Intel Core i5",1.80,250,,8192,,,70000,"WIN10 Pro",2020-03-11,B-0366,"Win 10 Pro",,
BD-03008,,INV-GBPGL-2020-001364,SDLD497,Computer,Desktop,Assigned,K7M0KC425935WHG,Clone,"Asus Prime H310-E R2.0",41410,2020-02-29,"Global Brands Pvt Ltd.",SWWL6000056,"Shoriful Islam",Design,LWR,SWL,"Shanta Denim Limited",shorislam,,Asus,"Intel Core i3 9100",,,1024,8192,,,0,"WIN10 Pro",2020-03-12,,"Win 10 Pro",7C8KP-YNVYX-GYGDX-VCW7W-2GYP6,
BD-03009,,INV-GBPGL-2020-000551,SDLD496,Computer,Desktop,Assigned,K7M0KC425938JTY,Clone,"Asus H310M-E R2.0",41410,2020-02-10,"Global Brands Pvt Ltd.",SDL2000182,"Siddiqur Rahman",MIS,LWR,SDL,"Shanta Denim Limited",sidrahman,,"Asus  Prime H310-ER2.0","Intel Core i3 9100",3.20,,1024,,,,0,"WIN10 Pro",2020-03-12,,"Win 10 Pro",X4NTX-B686W-6GVGX-V9G4P-3YH26,
BD-03010,,n/a,,"Computer Accessories",Headset,Assigned,18B030H120001393,Rapoo,H120,925,2020-11-01,"Global Brands Pvt Ltd.",Na,"Shahin Hossain2",Technical,LWR,DBO,"Dhaka Buying Office",ShahiHossain,,,,,,,,,,0,,,,,,
BD-03011,21004000256,SML/MC/50/19-20,SDLL270A,Computer,Laptop,Assigned,5CD9129CFX,HP,"Probook 440 G6",57000,2019-08-04,"Flora Limited",SDL2000154,"Rokhsana Akter","Human Resource",LWR,SIL,"Shanta Denim Limited",rokakter,6KB54PA,,"Intel Core i5 8265U",1.8,256,,8192,,,69000,"WIN10 Pro",2023-07-18,N/A,"WIN10 Pro",BQQQV-HWN88-89CTY-FYCKH-KHJXG,
BD-03012,,202006011,,UPS,UPS,Assigned,310022928983226400191,NPS,KST1200,4900,2020-06-01,"Numeric Technology",SDL2000191,"Asish Kumar",Operations,LWR,SDL,"Shanta Denim Limited",askumar,,,,,,,,,,0,,,,,,
BD-03013,,202006011,,UPS,UPS,Assigned,310022928983226400119,NPS,KST1200,4900,2020-06-01,"Numeric Technology",SDL2000191,"Nazmul Islam","Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",mislam,,,,,,,,,,0,,,,,,
BD-03014,,na,,"Computer Accessories",Headset,Assigned,199010H1200229,Rapoo,H120,750,2020-06-22,"Global Brands Pvt Ltd.",SDL2000191,"Liton Nuruzzaman","Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",nliton,,,,,,,,,,0,,,,,,
BD-03015,,202006011,,UPS,UPS,Stock,310022928983226400130,NPS,KST1200,4900,2020-06-01,"Numeric Technology",SDL2000191,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03016,,202006011,,UPS,UPS,Stock,310022928983226400129,NPS,KST1200,4900,2020-06-01,"Numeric Technology",SDL2000191,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03017,,202006011,,UPS,UPS,Stock,310022928983226400128,NPS,KST1200,4900,2020-06-01,"Numeric Technology",SDL2000191,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03018,,202006011,,UPS,UPS,Assigned,310022928983226400127,NPS,KST1200,4900,2020-06-01,"Numeric Technology",SDL2000191,"Nazrul Islam 4","Qaulity Assurance",LWR,SIL,"Shanta Denim Limited",nazruislam,,,,,,,,,,0,,,,,,
BD-03019,,n/a,,"Computer Accessories",Headset,Assigned,199010H1200230,Rapoo,H120,1000,2020-06-01,"Global Brands Pvt Ltd.",SDL2000191,"Quazi Akhtaruzzaman","Quality Assurance",LWR,SIL,"Shanta Denim Limited",qakhtaruzzaman,,,,,,,,,,0,,,,,,
BD-03020,,n/a,,"Computer Accessories",Webcam,Assigned,00000000000000,A4tech,PK-910H,3000,2020-06-01,"Global Brands Pvt Ltd.",000000000000,"Anca Alexe",Technical,LWR,DBO,"CastleCrafts Limited",aalexe,,,,,,,,,,0,,,,,,
BD-03021,,n/a,,"Computer Accessories",Headset,Assigned,199010H1200237,Rapoo,H120,800,2020-06-01,"Global Brands Pvt Ltd.",SDL2000191,"Faisal Ahmed 2",Fabric,LWR,SIL,"Shanta Denim Limited",faiahmed,,,,,,,,,,0,,,,,,
BD-03022,,na,,"Computer Accessories",Headset,Assigned,199010H1200236,Rapoo,H120,1000,2020-06-01,"Global Brands Pvt Ltd.",SDL2000191,"Siddikur Rahman",Design,LWR,SIL,"Shanta Denim Limited",sirahman,,,,,,,,,,0,,,,,,
BD-03023,,INV-GBPGL-2020-002483,SDLD500A,Computer,Desktop,Assigned,K7M0KC425935GHW,Clone,"Asus  Prime H310M-E R2.0",40000,2020-04-27,"Global Brands Pvt Ltd.",SWWL600058,"Mohammad Hamidul","Finance & Acounts",LWR,SIL,"Shanta Denim Limited",mhamidul,,Asus,"Intel Core i3 9100",3.6,500,,8192,,,0,"WIN10 Pro",2021-09-05,,"Win 10 Pro",W8B4N-RV3VJ-2C4R4-B42FK-T83GP,
BD-03024,,INV-GBPGL-2020-02426,DBOD052,Computer,Desktop,Assigned,K7M0KC425935WHG,Clone,"Asus  Prime H310M-E R2.0",40000,2020-06-23,"Global Brands Pvt Ltd.",SDL2000192,"Shefaet Shanto",Commercial,LWR,HO,"Dhaka Buying Office",sshanto,,Asus,"Intel Core i3 9100",3.30,256,,8192,,,0,"WIN10 Pro",2021-10-30,,"Win 10 Pro",BR94N-K9G7V-CYH9Y-G3RTK-3RR9G,
BD-03025,,n/a,,"Computer Accessories",Webcam,Assigned,1934LZ55T,Logitech,C270,17000,2020-06-06,"MS Khan Brothers Computer",SIL0000122,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03026,,1,,"Computer Accessories",Webcam,Stock,2020LZ56ESZ9,Logitech,C270,1,2020-07-19,"MS Khan Brothers Computer",SDL2000197,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03027,,1,,"Computer Accessories",Webcam,Service,2023LZ50LXC8,Logitech,C270,1,2020-07-19,"MS Khan Brothers Computer",SDL2000197,,MIS,LWR,SDL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03028,,1,,"Computer Accessories",Webcam,Assigned,2017LZ50VQY8,Logitech,C270,1,2020-07-19,"MS Khan Brothers Computer",N/A,"MD Shamim","Sampel Development",LWR,SDL,"Shanta Denim Limited",mshamim,,,,,,,,,,0,,,,,,
BD-03029,,1,,"Computer Accessories",Webcam,Assigned,2017LZ50VU38,Logitech,C270,1,2020-07-19,"MS Khan Brothers Computer",N/A,"Anwar Hossain","Qaulity Assurance",LWR,SDL,"Shanta Denim Limited",anhossain,,,,,,,,,,0,,,,,,
BD-03030,,n/a,,UPS,UPS,Assigned,310022928983226400192,NPS,KST-1200,5100,2020-08-08,"Numeric Technology",SDL2000180,"Khairun Naher",PCC,LWR,SDL,"Shanta Denim Limited",knaher,,,,,,,,,,0,,,,,,
BD-03031,,n/a,,UPS,UPS,Assigned,310022928983226400045,NPS,KST1200,5100,2020-09-07,"Numeric Technology",SDL2000191,"Iqbal Hossain","Human Resource",LWR,SDL,"Shanta Denim Limited",ihossain,,,,,,,,,,0,,,,,,
BD-03032,,n/a,,"Computer Accessories",Speaker,Stock,00010189899,Jabra,510,12000,2020-09-10,"MS Khan Brothers Computer",N/A,Ridoan,MIS,LWR,SIL,"Shanta Denim Limited",,7510-109,,,,,,,,,0,,,,,,
BD-03033,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201678,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Shakil Hossain",Planning,LWR,SDL,"Shanta Denim Limited",shhossain,,,,,,,,,,0,,,,,,
BD-03034,,INV-GBPGL-2020-004157,,"Computer Accessories",Headset,Assigned,207020H1201680,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SIL0000124,"Rasel Mia","Industrial Engineering",LWR,SIL,"Shanta Denim Limited",rmia,,,,,,,,,,0,,,,,,
BD-03035,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201677,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Masum Mahbub",MIS,LWR,SIL,"Shanta Denim Limited",mmasum,,,,,,,,,,0,,,,,,
BD-03036,,INV-GBPGL-2020-004157,,"Computer Accessories",Headset,Assigned,207020H1201679,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SIL0000124,"Asif Khan","Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",askhan,,,,,,,,,,0,,,,,,
BD-03037,,INV-GBPGL-2020-004157,,"Computer Accessories",Headset,Assigned,207020H1201671,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SIL0000124,"Nazmul Karim","Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",nkarim,,,,,,,,,,0,,,,,,
BD-03038,,INV-GBPGL-2020-004157,,"Computer Accessories",Headset,Assigned,207020H1201676,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SIL0000124,"Mamun Abdullah",Costing,LWR,SIL,"Shanta Denim Limited",amamun,,,,,,,,,,0,,,,,,
BD-03039,,0,,"Computer Accessories",Headset,Assigned,207020H1201675,Rapoo,H120,950,2020-09-20,"Global Brands Pvt Ltd.",SDL2000191,"Sayem Salauddin",Procurement,LWR,HO,"Dhaka Buying Office",ssayem,,,,,,,,,,0,,,,,,
BD-03040,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201666,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Mahtab Hossain",Finance,LWR,HO,"Shanta Denim Limited",Mahossain,,,,,,,,,,0,,,,,,
BD-03041,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201672,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Masud Hossain",Finance,LWR,HO,"Shanta Denim Limited",mhossain,,,,,,,,,,0,,,,,,
BD-03042,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201673,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Gias Almamun",Finance,LWR,HO,"Shanta Denim Limited",galmamun,,,,,,,,,,0,,,,,,
BD-03043,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201674,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Anwarul Islam",Commercial,LWR,HO,"Shanta Denim Limited",anislam,,,,,,,,,,0,,,,,,
BD-03044,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201667,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Md Moniruzzaman2","Marketing & Merchandising",MWR,DBO,"CastleCrafts Limited",mmoniruzzaman,,,,,,,,,,0,,,,,,
BD-03045,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201668,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"MD Ziauddin",MIS,LWR,SIL,"Shanta Denim Limited",mziauddin,,,,,,,,,,0,,,,,,
BD-03046,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Disposed,207020H1201669,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Mohammad Shafiq",Planning,LWR,SIL,"Shanta Denim Limited",mshafiq,,,,,,,,,,0,,,,,,
BD-03047,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Stock,207020H1201670,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03048,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201663,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Anisur Rahman",Procurement,LWR,HO,"Shanta Denim Limited",anisrahman,,,,,,,,,,0,,,,,,
BD-03049,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201661,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Harunur Rashid","Finance & Acounts",LWR,HO,"Dhaka Buying Office",harashid,,,,,,,,,,0,,,,,,
BD-03050,,n/a,,Display,Monitor,Assigned,001NTPC2V040,LG,22MK600M,10000,2020-08-08,"Global Brands Pvt Ltd.",N/A,"Abdullah Omor","Marketing & Merchandising",LWR,SIL,"Shanta Denim Limited",aomor,,,,,,,,,,0,,,,,,
BD-03051,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201664,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000202,"Baidyanath Saha",Quality,MWR,DBO,"Dhaka Buying Office",bsaha,,,,,,,,,,0,,,,,,
BD-03052,,INV-GBPGL-2020-004156,,"Computer Accessories",Headset,Assigned,207020H1201659,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",SDL2000191,"Tofayel Ahmed",Finance,LWR,HO,"Dhaka Buying Office",toahmed,,,,,,,,,,0,,,,,,
BD-03053,,n/a,,"Computer Accessories",Keyboard,Assigned,PP2E9110,Rapoo,E9110,4000,2020-10-16,"Global Brands Pvt Ltd.",N/A,"Paul Warren",Finance,LWR,SIL,"Shanta Denim Limited",pwarren,,,,,,,,,,0,,,,,,"Purchased from PC carnival"
BD-03054,,n/a,,"Computer Accessories",Keyboard,Assigned,16303X81000054,Rapoo,K8100,4000,2020-10-16,"Global Brands Pvt Ltd.",N/A,"Nabil Mansur",Finance,LWR,SIL,"Shanta Denim Limited",nmansur,,,,,,,,,,0,,,,,,
BD-03055,,n/a,,"Computer Accessories",Speaker,Assigned,PS20BJNW,Perfect,D7,600,2020-10-26,"MS Khan Brothers Computer",N/A,"TCQC Shanta/ Mannan","Qaulity Assurance",LWR,SIL,"Shanta Denim Limited",tcqcshanta,,,,,,,,,,0,,,,,,
BD-03056,,n/a,,Display,Monitor,Assigned,001NTTQ2V241,LG,22MK600M-B,11500,2020-09-22,"Global Brands Pvt Ltd.",N/A,"TR Talent","Human Resource",LWR,SIL,"Shanta Denim Limited",ttalent,,,,,,,,,,0,,,,,,
BD-03057,,1494/2020,,"Computer Accessories",Webcam,Assigned,1934LZ55T9L9,Logitech,C930e,18000,2020-06-17,"MS Khan Brothers Computer",SIL0000122,"Shofiqul Islam",Quality,MWR,DBO,"CastleCrafts Limited",shislam,,,,,,,,,,0,,,,,,
BD-03058,,n/a,,"Computer Accessories",Headset,Assigned,207020H1201665,Rapoo,H120,950,2020-09-12,"Global Brands Pvt Ltd.",N/A,"Abu Rahat",Finance,LWR,HO,"Dhaka Buying Office",arahat,,,,,,,,,,0,,,,,,
BD-03059,,n/a,,"Computer Accessories",Headset,Assigned,207020H1201658,Rapoo,H120,950,2020-08-12,"Global Brands Pvt Ltd.",N/A,"Saif Uddin",Fabric,MWR,DBO,"Dhaka Buying Office",suddin,,,,,,,,,,0,,,,,,
BD-03060,21004000265,n/a,,CCTV,"CCTV Camera",Assigned,5K002F1PAG05ECF,Dahua,DH-IPC-B1B20P-L,5000,2020-09-09,"MS Khan Brothers Computer",N/A,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03061,,n/a,,CCTV,"CCTV Camera",Assigned,5H0529CPAG75319,Dahua,DH-IPC-HFW1320MP-AS-I1,8500,2020-11-07,"MS Khan Brothers Computer",N/A,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03062,,B-1352384,DBOL148B,Computer,Laptop,Assigned,5CG036143J,Hp,"Elitebook G7",91000,2020-11-19,"Ryans Computers",SDL2000216,Paul,Finance,LWR,HO,"Dhaka Buying Office",pwarren,8PZ96AV,,"Intel Core i5",,500,,,,,0,,2025-06-22,,,RP9CP-94NK7-QKDMF-XRKBY-RC2KG,"Hp Elitebook 840 G7pwarrenCapex SDL 2006"
BD-03063,,n/a,,"Computer Accessories",Speaker,Assigned,n/a,Havit,HV-SK486,500,2020-11-28,"MS Khan Brothers Computer",N/A,,MIS,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03064,,n/a,SDLD350G,Computer,Desktop,Assigned,L1M0KC78740XUC,Asus,"Prime H310M-E R2.0",40850,2020-10-20,"Global Brands Pvt Ltd.",N/A,"Susanto Pall","Sampel Development",LWR,SIL,"Shanta Denim Limited",spall,,Asus,"Intel Core i3 9100",3.6,256,,8192,,,0,"Win 10 Pro",2023-12-12,,"Win 10 Pro",7MH3N-DJPVQ-DDRFR-P8HQK-V22KG,
BD-03065,,n/a,SDLD506B,Computer,Desktop,Assigned,L8M0KC374602HD6,Clone,"Asus  Prime H310M-E R2.0",40850,2020-11-20,"Global Brands Pvt Ltd.",N/A,"Zannatul Naim","Goods Inwards",LWR,SIL,"Shanta Denim Limited",naim,,Asus,"Intel Core i3 10100",3.6,256,,8192,,,0,"WIN10 Pro",2021-10-09,,"Win 10 Pro",HB7XK-PCN4X-D3MR9-RVVDK-QV66T,
BD-03066,,B-,,Display,Monitor,Assigned,ZZS5H4ZMB00014,Samsung,S27F350FHW,25000,2020-12-06,"Ryans IT Ltd",SHO,"Andrew Graham",Finance,LWR,HO,"Dhaka Buying Office",agraham,,,,,,,,,,0,,,,,,
BD-03067,,INV-GBL,,Display,Monitor,Stock,010NTTQ04281,LG,24MK600M,15000,2020-12-06,"Global Brands Pvt Ltd.",SHO,"spare dbo server room",MIS,LWR,HO,"Dhaka Buying Office",spare,,,,,,,,,,0,,,,,,
BD-03068,,n/a,,Network,Router,"Need to Dispose",Q2PN-6RPN-36K8,Cisco,"Meraki MX84",0,2020-12-09,"Global Brands Pvt Ltd.",N/A,,MIS,LWR,SDL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,"The product received from UK at 12 Dec2020"
BD-03069,,INV-GBPGL-2020-05980,SDLD504,Computer,Desktop,Assigned,L8M0KC37461377N,Clone,"Asus  Prime H410M-CS",40000,2020-12-06,"Global Brands Pvt Ltd.",SIL0000135,"Haque Anamul",Planning,LWR,SDL,"Shanta Denim Limited",ahaque,,Asus,"Intel Core i3 10100",3.6,500,,8192,,,52500,"WIN11 Pro",2025-08-19,,8WQCN-2YYKQ-P8GRP-GVHB6-8TYP6,03308020300280,"SSD Installed on 19082025"
BD-03070,,n/a,,"Computer Accessories",Headset,Assigned,207020H1201662,Rapoo,H120,1050,2020-11-12,"Global Brands Pvt Ltd.",N/A,"Asif Azad",Costing,LWR,SIL,"Shanta Denim Limited",aazad,,,,,,,,,,0,,,,,,
BD-03071,,n/a,,"Computer Accessories",Headset,"Need to Dispose",207020H1201656,Rapoo,H120,1050,2020-11-12,"Global Brands Pvt Ltd.",N/A,"Poli Rani","Industrial Engineering",LWR,SIL,"Shanta Denim Limited",prani,,,,,,,,,,0,,,,,,
BD-03072,,n/a,,Display,Monitor,Assigned,001NTCZ2V523,LG,22MK600M,11000,2020-09-09,"Global Brands Pvt Ltd.",N/A,"Chamal Sembupperuma",Costing,LWR,SIL,"Shanta Denim Limited",csembupperuma,,,,,,,,,,0,,,,,,
BD-03073,,n/a,,"Computer Accessories",Speaker,Assigned,101A1J6F1GA,Jabra,410,14000,2020-09-12,"MS Khan Brothers Computer",N/A,"Rasanga Ranasinghe ",Operation,LWR,SIL,"Shanta Denim Limited",rranasinghe,,,,,,,,,,0,,,,,,
BD-03074,,n/a,,Display,Monitor,Assigned,001NTHM2V593,LG,22MK600M-B,11000,2020-09-12,"Global Brands Pvt Ltd.",na,"Shaheen Hasan","Human Resource",LWR,SDL,"Shanta Denim Limited",hshaheen,,,,,,,,,,0,,,,,,
BD-03075,,2012213,,UPS,UPS,Assigned,310022928983226400004,NPS,KST1200,4900,2020-12-23,"Numeric Technology",SIL0000140,"Russel Ahmed",Planning,LWR,SIL,"Shanta Denim Limited",ruahmed,,,,,,,,,,0,,,,,,
BD-03076,,n/a,SDLD507D,Computer,Desktop,Assigned,KCM0KC484731J6P,Clone,"Asus H310M-D R2.0",40000,2020-12-12,"Global Brands Pvt Ltd.",na,Rokib.Hossan,"Industrial Engineering",LWR,SDL,"Shanta Denim Limited",rhossan,,Asus,"Intel Core i3 9100",3.90,,1024,,,,0,"WIN10 Pro",2021-01-28,,"Win 10 Pro",NGCWM-Q7RKY-PDT8R-XW66R-2KCKG,
BD-03077,110011000015,SML/MC/228/20-21,DBOL150,Computer,Laptop,Assigned,5CD044CDYR,HP,"Probokk 450 G7",67465,2020-12-29,"Flora Limited",SIL0000136,"Md Abujar",Finance,LWR,HO,"Dhaka Buying Office",mabujar,,,"Intel Core i5 10210U",1.6,,1024,8192,,,0,"WIN10 Pro",2021-01-15,,"Win 10 Pro",H3DWN-3TQRT-RJ398-HVDY2-JB49G,
BD-03078,11004000260,A001INV21000062,SDLP063,Printer,"Barcode Printer",Assigned,MH219510261,TSC,MH240T,64300,2021-01-14,"DIGI Solution",SIL0000146,"Store Loading Area 1- Swatch1",Store,LWR,SIL,"Shanta Denim Limited",snabin,99-060A002-000K,,,,,,,10.140.7.63,,64300,,,,,,
BD-03079,11004000261,A001INV21000062,,Printer,"Barcode Printer","Need to Dispose",MH219510262,TSC,MH240T,64300,2021-01-14,"DIGI Solution",SIL0000146,"SDL Cutting - Laysheet label",Cutting,LWR,SDL,"Shanta Denim Limited",,99-060A002-000K,,,,,,,,,0,,,,,,
BD-03080,11004000262,A001INV21000062,,Printer,"Barcode Printer",Assigned,MH219510263,TSC,MH240T,64300,2021-01-14,"DIGI Solution",SIL0000146,"SIL Super Market Area- Laysheet Label",Operation,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
BD-03080,11004000262,A001INV21000062,,Printer,"Barcode Printer",Assigned,MH219510263,TSC,MH240T,64300,2021-01-14,"DIGI Solution",SIL0000146,"SIL Super Market Area- Laysheet Label",Operation,LWR,SIL,"Shanta Denim Limited",,,,,,,,,,,0,,,,,,
